dataset,task_type,alpha,performance_val,fairness_val,performance_test,fairness_test,model_classpath,hyperparameters,class_ratio,model_config_uuid,model_uuid,si,i,ni,ri,target_threshold,tuner
Adult,TPESampler,1.0,0.9951700000000001,0.57811,0.99213,0.59211,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 18, 'num_leaves': 10, 'n_estimators': 9221, 'random_state': 30, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.02362004816296608, 'min_child_samples': 230}",,fdec849c0fb3cc2d08fe66eaea69c3e6,5dc7db05e30463b8628dfcd877dc7cc2,,,,,,TPE
AOF,TPESampler,0.5,0.64075,0.70608,0.67481,0.7673399999999999,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 8, 'num_leaves': 97, 'n_estimators': 298, 'random_state': 43, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.046886047704893116, 'min_child_samples': 27}",,7bbe597ccb665f8fba7fec5309e9b099,e76438ec4dc9cb807ebe9c26dbd8937b,,,,,,FairTPE
AOF,TPESampler,0.5,0.51072,0.7992100000000001,0.57712,0.87445,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 287, 'n_estimators': 1417, 'random_state': 44, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.20773598244045727, 'min_child_samples': 96}",,defc2d53794eb3a14c8ed957d441f831,e5e8c8176fc1547a650be863feb881d8,,,,,,FairTPE
Adult,TPESampler,1.0,0.9955700000000001,0.5633,0.99292,0.56103,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 466, 'n_estimators': 117, 'random_state': 31, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.24902156265287204, 'min_child_samples': 121}",,54eae558a9260d0dce84a8460688b06a,da4b0a3f740feb1f01d7473b3af9b852,,,,,,TPE
Adult,TPESampler,1.0,0.99397,0.57718,0.9912,0.5896899999999999,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 2, 'num_leaves': 396, 'n_estimators': 2998, 'random_state': 32, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.25855923079156534, 'min_child_samples': 100}",,e2f4a3559d388d946761208ec65ce5b8,d50b00b56474435b5002c5a77c531b4d,,,,,,TPE
Adult,TPESampler,1.0,0.9951700000000001,0.5452899999999999,0.9924299999999999,0.5584899999999999,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 7, 'num_leaves': 93, 'n_estimators': 200, 'random_state': 33, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.06300033943843454, 'min_child_samples': 69}",,2cde71c4bc54e7f848e32bfe42255917,5b829b80eef3bcf26e46f3a476e5cd4d,,,,,,TPE
Adult,TPESampler,1.0,0.9935700000000001,0.53387,0.9902200000000001,0.54593,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 15128, 'random_state': 34, 'min_samples_leaf': 10, 'min_samples_split': 10}",,d4c428cb1a1197d8fb1cb50a9dbdda79,3be12d58be0ced6ba4d00afc5ec58208,,,,,,TPE
Adult,TPESampler,1.0,0.99397,0.52954,0.98985,0.5359,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 14, 'max_features': 'sqrt', 'n_estimators': 3504, 'random_state': 35, 'min_samples_leaf': 3, 'min_samples_split': 5}",,e49d252d5be9d0db7157c339ba0a5778,190f4ab4cc9ce74f0bb4b6440ff48fec,,,,,,TPE
Adult,TPESampler,1.0,0.9951700000000001,0.57811,0.99245,0.5917399999999999,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 30, 'n_estimators': 6434, 'random_state': 36, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.021440543275826708, 'min_child_samples': 211}",,5c34f7756bfeb754c81ccc73ccb48932,271578c59dea4947f321badb6acf4e76,,,,,,TPE
Adult,TPESampler,1.0,0.9951700000000001,0.54618,0.9928899999999999,0.54765,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 11, 'num_leaves': 67, 'n_estimators': 143, 'random_state': 37, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.049377127970201676, 'min_child_samples': 139}",,f07132d5d502b2a91771c27b802740ee,acc455da64fac9146cdc8a19c388fda6,,,,,,TPE
AOF,TPESampler,1.0,0.69303,0.30327,0.6953699999999999,0.33763000000000004,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 2006, 'random_state': 30, 'min_samples_leaf': 21, 'min_samples_split': 3}",,c4091be7e5841235d8a2d380e1b54afa,497b13ff884296fe78d710abf7334da2,,,,,,TPE
Adult,TPESampler,1.0,0.9935700000000001,0.54974,0.99305,0.56414,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 6, 'num_leaves': 68, 'n_estimators': 210, 'random_state': 38, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.03837615629066781, 'min_child_samples': 19}",,78e694efb599fd8bd57ee21917533b45,a6b03eed0024202b80d8288505d87efa,,,,,,TPE
AOF,TPESampler,1.0,0.6689,0.23609000000000002,0.66067,0.25672,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 38, 'max_features': 'log2', 'n_estimators': 14937, 'random_state': 31, 'min_samples_leaf': 9, 'min_samples_split': 108}",,45881620e772e9f56479b32e47d97d7e,a8376b80f305e55fa6e7f2abfe374a26,,,,,,TPE
AOF,TPESampler,1.0,0.6943699999999999,0.39389,0.68252,0.43406999999999996,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 12, 'num_leaves': 10, 'n_estimators': 274, 'random_state': 32, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.03329412976200801, 'min_child_samples': 5}",,3a5230e631433db21e3cced6bb7217c0,6766d2bbad4e192412f22c40ea4db95f,,,,,,TPE
AOF,TPESampler,1.0,0.69303,0.31078,0.69152,0.34254,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 19, 'max_features': 'sqrt', 'n_estimators': 1558, 'random_state': 33, 'min_samples_leaf': 2, 'min_samples_split': 9}",,1fed754e1df789d52a0c5447b7af0866,7a2abf29e8b8c28f06e458d7a6f6e959,,,,,,TPE
Adult,TPESampler,1.0,0.9935700000000001,0.5391100000000001,0.9897600000000001,0.5415800000000001,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'n_estimators': 109, 'random_state': 39, 'min_samples_leaf': 2, 'min_samples_split': 10}",,664d449bf12e299539260654b803d6e1,66bb1c16878d40e1cd53796762c107a6,,,,,,TPE
AOF,TPESampler,1.0,0.69303,0.29654,0.6953699999999999,0.33109,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 46, 'max_features': 'log2', 'n_estimators': 19802, 'random_state': 34, 'min_samples_leaf': 11, 'min_samples_split': 2}",,18ce882d5fcb1ac7c089ce0e1517b43c,e500628583c5e2175706d47d62ff7d65,,,,,,TPE
AOF,TPESampler,1.0,0.69303,0.32669000000000004,0.67995,0.35562,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 2, 'num_leaves': 12, 'n_estimators': 786, 'random_state': 35, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.1281679873914115, 'min_child_samples': 32}",,77b37e2ce9f333baa44650a123c92a08,edc59f4d13cb70a3f29842cf09276fc6,,,,,,TPE
Adult,TPESampler,1.0,0.9943700000000001,0.55784,0.9913299999999999,0.55985,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 125, 'random_state': 40, 'optimizer__lr': 0.0036921779501726815, 'model__dropout': 0.23189630311480058, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,aa7304c37036cbf4ce5ded2589f5ed78,c4ac3c039acdee57c7282c37338097ba,,,,,,TPE
AOF,TPESampler,1.0,0.6742600000000001,0.28171999999999997,0.66967,0.30818,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 17, 'max_features': 'sqrt', 'n_estimators': 102, 'random_state': 36, 'min_samples_leaf': 4, 'min_samples_split': 17}",,c55a4579dd2d49149ff2f1f05fb15f27,619f91564299d1f3c295fbadd21186b6,,,,,,TPE
AOF,TPESampler,1.0,0.7024100000000001,0.33741,0.70823,0.39211999999999997,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 22, 'max_features': 'sqrt', 'n_estimators': 3679, 'random_state': 37, 'min_samples_leaf': 3, 'min_samples_split': 23}",,d2ab793e007e387d006a9a0d08b1e03d,23c968a86dcf74e8d1b2dc8d0e3757a3,,,,,,TPE
Adult,TPESampler,1.0,0.9923700000000001,0.51673,0.9888299999999999,0.5192899999999999,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 19360, 'random_state': 41, 'min_samples_leaf': 2, 'min_samples_split': 113}",,1770269d59647c98a450163b9e78fe06,e9020ac49951975d9b85d1f9aa21e84b,,,,,,TPE
Adult,TPESampler,1.0,0.9955700000000001,0.5697399999999999,0.99254,0.58089,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 7, 'num_leaves': 205, 'n_estimators': 52, 'random_state': 42, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.2731514417025561, 'min_child_samples': 40}",,5774f48cf979f0df1c62f96892c836ee,ba108caae9bf2867716ecf04932c47ff,,,,,,TPE
AOF,TPESampler,1.0,0.66622,0.26852,0.66195,0.29484,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'n_estimators': 1328, 'random_state': 38, 'min_samples_leaf': 7, 'min_samples_split': 26}",,7fe2516515608ce300a9ca760dbbc916,41cabb334555c7bdb1759083e9e1f30b,,,,,,TPE
AOF,TPESampler,1.0,0.68901,0.32137,0.68252,0.36788000000000004,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 21, 'max_features': 'sqrt', 'n_estimators': 3845, 'random_state': 39, 'min_samples_leaf': 2, 'min_samples_split': 2}",,81c970d55ccac4a63936cf210ffb3026,3f2dbd097f3717499e02e99215801382,,,,,,TPE
Adult,TPESampler,1.0,0.9931700000000001,0.52182,0.98965,0.52449,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 1748, 'random_state': 43, 'min_samples_leaf': 5, 'min_samples_split': 2}",,2b3475405588a0789d832853874ce1dc,5667eb3713499f59a614f7bcc937fa58,,,,,,TPE
AOF,TPESampler,1.0,0.68499,0.2627,0.6838,0.2864,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 47, 'max_features': 'log2', 'n_estimators': 18623, 'random_state': 40, 'min_samples_leaf': 5, 'min_samples_split': 2}",,d2836af706cecca1176ef168e96b35ac,2b6a5f48ecf0ee61528cfb4fedf9402d,,,,,,TPE
Adult,TPESampler,1.0,0.99397,0.52267,0.98972,0.53301,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 8066, 'random_state': 44, 'min_samples_leaf': 3, 'min_samples_split': 26}",,8865d05f2198e4c7c234f548ae375e7b,75d908e4fc7ce5999d3e430647451480,,,,,,TPE
AOF,TPESampler,1.0,0.6823100000000001,0.27071,0.67738,0.29328000000000004,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 50, 'max_features': 'sqrt', 'n_estimators': 15882, 'random_state': 41, 'min_samples_leaf': 2, 'min_samples_split': 46}",,417162ae5b4cdcab59ed3726dcd4bf63,4899b2a5849636cc7fea61cfeaa948bd,,,,,,TPE
AOF,TPESampler,1.0,0.68767,0.31455,0.68766,0.35039000000000003,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 34, 'max_features': 'log2', 'n_estimators': 2376, 'random_state': 42, 'min_samples_leaf': 17, 'min_samples_split': 6}",,5660c0f360de6dd3bdb8aeb86ef2e8b1,d65b047585c268e4687c3fe11f7c9c30,,,,,,TPE
AOF,TPESampler,1.0,0.68633,0.24825,0.67866,0.27595,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 22, 'max_features': 'log2', 'n_estimators': 441, 'random_state': 43, 'min_samples_leaf': 2, 'min_samples_split': 4}",,7c2724b08a0dbfc0c59dd1f7b41cd52d,f7c5631c6f6591fdf24a25b920197683,,,,,,TPE
AOF,TPESampler,1.0,0.68901,0.40032,0.7159399999999999,0.4217,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 80, 'n_estimators': 670, 'random_state': 44, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.11858757699919607, 'min_child_samples': 75}",,fd65b2020b2dd4c233dba8bf992ea2bb,6695c6bd73f30a895c5479c4663548a4,,,,,,TPE
COMPAS,TPESampler,0.5,0.57595,0.92071,0.55172,0.5996199999999999,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 12, 'random_state': 30, 'optimizer__lr': 0.0005383412729268589, 'model__dropout': 0.38688320028235834, 'model__input_dim': 19, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 100], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,64f8ebd294b2f534ca03fe2a052b64c5,c691160d13c12c10902eb87f87855993,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.72764,0.75308,0.7004,0.77873,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 29, 'random_state': 31, 'min_samples_leaf': 14, 'min_samples_split': 22}",,13a0b9ef2752b81af31115f394fb0f9d,69f05a55da77c17a11e4a12511ae695a,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.65641,0.80647,0.625,0.49153,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.00022649172048282783, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2704, 'random_state': 32}",,573d9737242eb39188f09aa68c033988,7f1bcd9c1b62b47bccd66a5dbe5e7a87,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.75093,0.6529699999999999,0.69728,0.7006,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 21, 'n_estimators': 9585, 'random_state': 33, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.03321243793800148, 'min_child_samples': 27}",,b27d8527fd36b5c9eaf5aa1c4cb59dd7,b4ec7ff718c24f1ebfbabb0e41ddff88,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.55629,0.95594,0.53205,0.6164,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 26, 'random_state': 34, 'optimizer__lr': 0.0005220047701173399, 'model__dropout': 0.0004008496991824151, 'model__input_dim': 19, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,74d1915546fe8b176361edbc73649cb0,18d28f0c1fe429f84e1b6aa3834ec700,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.65641,0.80647,0.625,0.49153,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.0005178578630198883, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 167, 'random_state': 35}",,8b1a68800717b45af2b0c331a0dc614f,9f2540d0033267d2d14221f8a36b925f,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.69545,0.80647,0.67907,0.6229899999999999,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 14, 'random_state': 36, 'optimizer__lr': 0.0005549465860879744, 'model__dropout': 0.04093475860067389, 'model__input_dim': 19, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 100], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,2b24b817dad5014ebe8e8423cfd4d6a0,2050ce665c3185b76226871ec9e2c19d,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.72541,0.75308,0.67308,0.71053,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 19, 'num_leaves': 52, 'n_estimators': 1836, 'random_state': 37, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.16921636032403575, 'min_child_samples': 71}",,3aec097cd29f05f36f547aba97098d9f,97c1877a0d5a6ef298cf5294e0751799,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.73092,0.60598,0.716,0.73136,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 8, 'random_state': 38, 'min_samples_leaf': 14, 'min_samples_split': 5}",,739efc511f8e1a549d00f34fa26b5e00,b8a89cc7eb33f1f0aadf4eb324cc1a79,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.70614,0.75308,0.63745,0.75065,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 44, 'random_state': 39, 'min_samples_leaf': 2, 'min_samples_split': 16}",,dff3ecbf5cb17135ed27e8a3d8cd7673,52bf368c000acd8f685527cb19d5a616,,,,,,FairTPE
COMPAS,TPESampler,1.0,0.77961,0.51752,0.72852,0.5174,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 9.111638712340946e-05, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 72, 'random_state': 44}",,b8a61aa1d3053da382a34118ea1504ec,dce1bad6fbac47270be961e815292722,,,,,,TPE
COMPAS,TPESampler,0.5,0.5473,0.9819100000000001,0.54706,0.6501,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 10, 'random_state': 40, 'optimizer__lr': 0.0010067921296048586, 'model__dropout': 0.04311695589455904, 'model__input_dim': 19, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,bdf661c19d54ee6c164ed6490771d0c4,5d425269b86a69fdce7fe74c0c36fd97,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.7298399999999999,0.92071,0.6902699999999999,0.9583799999999999,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 23, 'random_state': 41, 'min_samples_leaf': 2, 'min_samples_split': 45}",,b8bb620a4f1f7cd406018f9d322cf816,4594b628c608728bcb043223da3081ad,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.72764,0.6529699999999999,0.69362,0.8627,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 14, 'random_state': 42, 'optimizer__lr': 0.0011189603986137915, 'model__dropout': 0.2075546294214489, 'model__input_dim': 19, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,d4b8dd0d3a5cdf18758d961f026c6883,286e8ffe8b2d559e10764d8e3a21a313,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.732,0.92071,0.6824,0.92906,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 148, 'random_state': 43, 'min_samples_leaf': 2, 'min_samples_split': 42}",,75b03bd7fbbce99edc30ccf6336dc390,887ace79b07161ba565abfa54a159326,,,,,,FairTPE
COMPAS,TPESampler,0.5,0.55333,0.9819100000000001,0.53503,0.53704,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 11, 'random_state': 44, 'optimizer__lr': 0.000514438912820334, 'model__dropout': 0.005846389479821138, 'model__input_dim': 19, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,ec19b822bb130bb7672ad957a534a6fa,787da04f8148f0f0d5539486497300e4,,,,,,FairTPE
COMPAS,TPESampler,1.0,0.78033,0.39713000000000004,0.7408600000000001,0.36341,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 7185, 'random_state': 30, 'min_samples_leaf': 2, 'min_samples_split': 11}",,52049f8f0d6dbc47d101a97d15715002,4401e6336fa0266967d4226f3540597b,,,,,,TPE
COMPAS,TPESampler,1.0,0.78247,0.43575,0.7356699999999999,0.45313000000000003,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 3, 'num_leaves': 191, 'n_estimators': 521, 'random_state': 31, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.045505708435706366, 'min_child_samples': 54}",,f4c5fa6746fed39ff7247a6aa3e4278c,08f98de7246278fd0f410c1002b0e4e4,,,,,,TPE
COMPAS,TPESampler,1.0,0.78317,0.32403000000000004,0.74564,0.36218,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 18, 'num_leaves': 76, 'n_estimators': 23, 'random_state': 32, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.12461272122384694, 'min_child_samples': 54}",,42ea5577b98ad3542d865c3be6ef6dc4,b8b153945f8cb67669607e3c15672e5d,,,,,,TPE
COMPAS,TPESampler,1.0,0.78033,0.51752,0.73038,0.5174,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.004605421175962831, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1534, 'random_state': 33}",,3a297b42b226d27604b813a392e7ea44,60a960cb09e555d8570197459c2e698d,,,,,,TPE
COMPAS,TPESampler,1.0,0.78662,0.35991,0.7451,0.42536999999999997,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 18, 'num_leaves': 54, 'n_estimators': 372, 'random_state': 34, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.02014994477293311, 'min_child_samples': 9}",,c62198a03fc279fa9619b4c6a6f90f49,be5d3572ef4b691c5456d2a699f67ed6,,,,,,TPE
COMPAS,TPESampler,1.0,0.77667,0.35991,0.73355,0.46774,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 16, 'max_features': 'sqrt', 'n_estimators': 47, 'random_state': 35, 'min_samples_leaf': 83, 'min_samples_split': 31}",,1c7384f45f8d2b4b60a3474f0cff5931,903dcb88c767ac82a018da0d08b85aa2,,,,,,TPE
COMPAS,TPESampler,1.0,0.78105,0.39713000000000004,0.7458199999999999,0.43978999999999996,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 2, 'num_leaves': 38, 'n_estimators': 3487, 'random_state': 36, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.04410767695190262, 'min_child_samples': 52}",,78a7c9e7f4e2602990328c951bb059ba,0fcee41a37dc66b7b3242a2ffa5080dc,,,,,,TPE
COMPAS,TPESampler,1.0,0.77961,0.47585,0.7317100000000001,0.53555,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.008569649402598467, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 203, 'random_state': 37}",,a84964b85c7558729534a37e8dfa5907,2f89b20e4f6734b143cf6067a378f4f7,,,,,,TPE
COMPAS,TPESampler,1.0,0.77888,0.43575,0.75175,0.44401999999999997,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 60, 'random_state': 38, 'optimizer__lr': 0.0045111926858595434, 'model__dropout': 0.31758469924398564, 'model__input_dim': 19, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,cc1e4ca45f005b25dc9cff6fbff190b0,286f6ef344afd1793f764683497da04b,,,,,,TPE
COMPAS,TPESampler,1.0,0.77961,0.51752,0.72852,0.5174,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 6.130395215426048e-05, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 64, 'random_state': 39}",,3ef91e0e47d9ec5a58392ace80467b0e,4696575f3ea48001b524dc8477ea7a8a,,,,,,TPE
COMPAS,TPESampler,1.0,0.77667,0.32403000000000004,0.7552399999999999,0.31579,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 14, 'max_features': 'sqrt', 'n_estimators': 1087, 'random_state': 40, 'min_samples_leaf': 5, 'min_samples_split': 17}",,29ccff7ef46ac8c1ee1ece75c922d209,e69f70f24e52b681be1593c43df36368,,,,,,TPE
COMPAS,TPESampler,1.0,0.77815,0.51752,0.72664,0.48333000000000004,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.0006248612704050992, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 3611, 'random_state': 41}",,a15bd6d4cab14d4001b2fdd124491b93,95d33392701fd2dc6cdd56834ad8d97f,,,,,,TPE
COMPAS,TPESampler,1.0,0.77517,0.32403000000000004,0.69508,0.65749,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 6, 'num_leaves': 12, 'n_estimators': 1368, 'random_state': 42, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.027639858741266288, 'min_child_samples': 17}",,244f27639d4fe9476500fe278c8f5533,0d5d4ae1a3946cf24e768223cfecdb6c,,,,,,TPE
COMPAS,TPESampler,1.0,0.77815,0.51752,0.72664,0.48333000000000004,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.00014387083416903204, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 50, 'random_state': 43}",,82ff239b96bbec667ddbfd1a2172a258,5916aeeacf2d1304750a9d7445abb508,,,,,,TPE
