dataset,task_type,alpha,performance_val,fairness_val,performance_test,fairness_test,model_classpath,hyperparameters,class_ratio,model_config_uuid,model_uuid,si,i,ni,ri,target_threshold,tuner
COMPAS,Hyperband,1,0.78247,0.39713000000000004,0.75175,0.48051000000000005,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0034917254223447007, 'model__dropout': 0.32244908227735225, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,bc5eecef80b2ebc3ed61bf2ded26dbb4,948e4133c6371ed6a0c18cba365e7c27,0.0,0.0,5.0,100.0,fpr = 10,HB
COMPAS,RandomSearch,0.5,0.57862,0.9819100000000001,0.5636399999999999,0.58704,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0006684667212616583, 'model__dropout': 0.09834518793178054, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,e83d33eaffee7796d2335e417c99efba,2b50e5790b5c748249642dac5a99678c,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,0.5,0.72541,0.80647,0.6844100000000001,0.7359,lightgbm.LGBMClassifier,"{'max_depth': 81, 'num_leaves': 203, 'n_estimators': 1152, 'boosting_type': 'dart', 'learning_rate': 0.12252069568241282, 'min_child_samples': 11}",,7230cfec73b2e659a7ef3b50d7c09007,db993b0314ed89650d6a4f5a0cf92c2d,,,,100.0,fpr = 10,FairRS
COMPAS,Hyperband,0.5,0.76325,0.95594,0.73234,0.8627,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0006386690446315223, 'model__dropout': 0.04984890539815519, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,440485eb53d4012a6349942a4119a55b,664a328dacdd29d6d20cfff55b50652b,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB
COMPAS,Hyperband,dynamic,0.75093,0.92071,0.70741,0.78257,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.003684203820808095, 'model__dropout': 0.2555368576376311, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,fbbe4b21f7087331392f1584d08a1ffa,f5c7bfd44ab3f5d4840350b7d7e1a392,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,Hyperband,dynamic,0.76241,0.9819100000000001,0.7370399999999999,0.9938799999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.001994169252829644, 'model__dropout': 0.24198204694921932, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [500, 500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,3136f9d47f0cb0eaadf3b695b60a38b2,0f46f8dd7bdb686c1b7e1e513ccaf4de,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,Hyperband,1,0.77888,0.47585,0.7278899999999999,0.44311999999999996,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0006931341965856834, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 344}",,9c591118c6cf246b3a998eea9a4ae1ed,aed59b1406436137f5589f1ac8ae7884,2.0,2.0,1.0,100.0,fpr = 10,HB
COMPAS,Hyperband,1,0.78387,0.35991,0.72468,0.45561999999999997,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0010626604225353804, 'model__dropout': 0.04991922621668668, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,9ffb24413922c99786a63153f3528839,e743f0bb309e30164a1aaadae913e28a,4.0,3.0,3.0,33.333,fpr = 10,HB
COMPAS,Hyperband,0.5,0.7490600000000001,0.95594,0.72,0.9262799999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0021936347596752423, 'model__dropout': 0.05546408596799823, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,3e8f164b9fa12b3323e2d276e833536d,b3904445d5a1683d1844f34fd45f58b4,3.0,1.0,11.0,11.110999999999999,fpr = 10,FB
COMPAS,RandomSearch,1,0.78033,0.51752,0.72635,0.50043,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.008127981271971438, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1198}",,e84437eec3ff6f94d4734aacec8f8067,7254b377453f60504dde2406fa51ff2e,,,,100.0,fpr = 10,RS
COMPAS,RandomSearch,0.5,0.53793,0.9819100000000001,0.53503,0.6164,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0006752866957568893, 'model__dropout': 0.3213833103945981, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,79ecd574fdad79fbb34d0e90baf79365,09342fb8d87930b81561e3dcda4b01b0,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,1,0.77888,0.47585,0.7278899999999999,0.44311999999999996,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 0.0005977521659070668, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1478}",,e6900fddbb36ae73d4cea2d61060201d,28e46ddfcdfd1a6f572df69ac6e1fae7,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,dynamic,0.69266,0.95594,0.6968300000000001,0.8519,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0006284090309200002, 'model__dropout': 0.2590714449873874, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,5970ee4b1a648e52df05d9158574e9c8,d598a0c90fdd3713995dd66bcd7631bf,4.0,0.0,81.0,1.235,fpr = 10,FB-auto
COMPAS,Hyperband,0.5,0.76241,0.9819100000000001,0.70803,0.8679100000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0016036967053279533, 'model__dropout': 0.14492179113796988, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,9f84a427e91241d9bc7696d7dd1922be,ee4f66742caabdfbe6c6e7d96192dc2a,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB
COMPAS,RandomSearch,0.5,0.58385,0.92071,0.53514,0.59083,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.0012254030009370633, 'model__dropout': 0.2771477560813907, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,c0c62f34a936ebe67f724431f9f7d214,d670eb5fceac92304d4da0e22bdd5589,,,,100.0,fpr = 10,FairRS
COMPAS,Hyperband,0.5,0.67633,0.92071,0.60811,0.5166,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.0004382829101657063, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1897}",,0e1360278e7a742ab75d371874c2af57,c635cfca822ad784ef2370e98801edb7,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB
COMPAS,Hyperband,dynamic,0.74717,0.9819100000000001,0.6722,0.9622799999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0037619978479053254, 'model__dropout': 0.12882964597325652, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,404d0cecf534e3701735f03b1ff5e799,2464ddaa93dd2d5abf9eabeebf5f435b,3.0,1.0,11.0,11.110999999999999,fpr = 10,FB-auto
COMPAS,Hyperband,0.5,0.67476,0.95594,0.65854,0.84795,lightgbm.LGBMClassifier,"{'max_depth': 79, 'num_leaves': 19, 'n_estimators': 134, 'boosting_type': 'gbdt', 'learning_rate': 0.060497179392851215, 'min_child_samples': 14}",,9c74b3232f4c0a4d0c96f54680ea34cf,8e744bbc6b32a5c31b0d17f426d6ab80,4.0,0.0,81.0,1.235,fpr = 10,FB
COMPAS,Hyperband,0.5,0.7649100000000001,0.9819100000000001,0.70508,0.80637,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0043734068057805706, 'model__dropout': 0.09803406891733345, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,d2ecb48e1e8a8606606062ea1f4d1227,7d936192cb4eb304cabc281de22303be,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB
COMPAS,RandomSearch,1,0.77888,0.47585,0.72575,0.49236,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.0008221146529272549, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 5456}",,bf27a49835cffbb9f77581af25bbb2c3,b19dc787cb1e6cf8cb0ba822e831bcc7,,,,100.0,fpr = 10,RS
COMPAS,RandomSearch,1,0.77288,0.35991,0.7582399999999999,0.41093,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0036866251819823287, 'model__dropout': 0.08919001729944608, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,bbe81a2132bfa155490162bd30e4e0c7,e43c33975b5d5f2023a587213ea840c9,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,dynamic,0.64737,0.9819100000000001,0.60638,0.9836299999999999,lightgbm.LGBMClassifier,"{'max_depth': 66, 'num_leaves': 250, 'n_estimators': 675, 'boosting_type': 'dart', 'learning_rate': 0.011707582728556726, 'min_child_samples': 6}",,71c9a56fe1d9edfaa5e38f6de6144bc4,6ab9bc8fd0f5e2993a6eb31db1aa47df,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,RandomSearch,0.5,0.71245,0.75308,0.69697,0.7963399999999999,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 26, 'min_samples_leaf': 13, 'min_samples_split': 6}",,cac20961f64ed90b59d08983b4372170,2c2a624ced218a02f5980182cd0938ce,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,0.5,0.7298399999999999,0.70196,0.69048,0.80805,lightgbm.LGBMClassifier,"{'max_depth': 13, 'num_leaves': 138, 'n_estimators': 1934, 'boosting_type': 'gbdt', 'learning_rate': 0.0704145895055762, 'min_child_samples': 32}",,c9beb194e403503027bc0401a8526df0,ed0fd22467e2961019b1a4ae2b3c0182,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,0.5,0.65641,0.80647,0.62679,0.49153,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.0007993788044804096, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1534}",,90f36cc8c3ade709eb8a563a2e49caaa,55d21fd699cbc11afb3b49c972855357,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,1,0.77888,0.47585,0.7260300000000001,0.44311999999999996,sklearn.linear_model.LogisticRegression,"{'C': 0.1, 'tol': 7.410949237310235e-05, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 901}",,95c1e0adcd3f6581c55216d2c413ce2d,71bc9c4d3523c99872e0cb4b7701d215,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,1,0.78387,0.56087,0.75168,0.4906,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0026350246821060575, 'model__dropout': 0.3988792913575088, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,236ba73457510752c7eda4bff11eebc0,bf4d240fc104dda79d3d17318f725e4d,4.0,3.0,3.0,33.333,fpr = 10,HB
COMPAS,Hyperband,dynamic,0.75636,0.92071,0.7300399999999999,0.9488700000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.004922110116581338, 'model__dropout': 0.19973129100457446, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,dd734f044f40eb9dd71c288b03563dbf,d3d643c086becaa0c44108e6f6385c01,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,RandomSearch,1,0.77741,0.47585,0.7288100000000001,0.47541000000000005,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.0008230341591083035, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 3183}",,bc40e6dd10db5236134f3f807874bc1c,706b9a1b0cb13fd834685f617c3a7c7c,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,0.5,0.6236,0.9819100000000001,0.59429,0.9488700000000001,lightgbm.LGBMClassifier,"{'max_depth': 21, 'num_leaves': 59, 'n_estimators': 3062, 'boosting_type': 'gbdt', 'learning_rate': 0.07418759187538677, 'min_child_samples': 19}",,e65b973f2598803d51247d317a694486,3d80e221174e1e9d792f26c7661d7155,2.0,0.0,15.0,11.110999999999999,fpr = 10,FB
COMPAS,Hyperband,dynamic,0.7649100000000001,0.92071,0.74007,0.97146,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.002759938170014204, 'model__dropout': 0.05165511184833904, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,ad97fb88c1cd30ae65e779df48f2f8a9,c3d6214af81d1773d2db062668853b5b,2.0,0.0,15.0,11.110999999999999,fpr = 10,FB-auto
COMPAS,RandomSearch,0.5,0.69266,0.70196,0.63462,0.7481899999999999,lightgbm.LGBMClassifier,"{'max_depth': 34, 'num_leaves': 107, 'n_estimators': 4268, 'boosting_type': 'goss', 'learning_rate': 0.5041843744997374, 'min_child_samples': 74}",,e25a98b7f8badf0395e7e29afe2bdcb7,b78f8a540cdddba2c12119d02fbf6bff,,,,100.0,fpr = 10,FairRS
COMPAS,Hyperband,dynamic,0.75458,0.95594,0.72453,0.88765,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0026761773514399024, 'model__dropout': 0.12397884765141526, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,3487359d6421d6e3ce2872f28c79d2a9,44e48e2c36d281cb89848644157f1edf,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,RandomSearch,0.5,0.74131,0.60598,0.70182,0.83515,lightgbm.LGBMClassifier,"{'max_depth': 41, 'num_leaves': 84, 'n_estimators': 1816, 'boosting_type': 'gbdt', 'learning_rate': 0.019902167830849554, 'min_child_samples': 25}",,4e540a6a8c53f98c9fa64764c4751a7a,6ef00cd20e04af152f14bbd14c01329d,,,,100.0,fpr = 10,FairRS
COMPAS,RandomSearch,1,0.77741,0.47585,0.7288100000000001,0.47541000000000005,sklearn.linear_model.LogisticRegression,"{'C': 1, 'tol': 0.003109564536747311, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 1909}",,aed955c5972eae8504ad21cef6e652d2,055af9dac312697122287d532f4ea7f4,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,1,0.78033,0.35991,0.74483,0.42105,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0024552809108202493, 'model__dropout': 0.30836972178788796, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,1a7d76711f18c926d78285c41f28cb70,63400f078262014cb086ff76dbba89a0,4.0,0.0,81.0,1.235,fpr = 10,HB
COMPAS,RandomSearch,1,0.77961,0.43575,0.7366699999999999,0.45038999999999996,lightgbm.LGBMClassifier,"{'max_depth': 12, 'num_leaves': 4, 'n_estimators': 3585, 'boosting_type': 'dart', 'learning_rate': 0.04352898654308968, 'min_child_samples': 32}",,b6a8eba086d6168f1a0dca75d6ff3668,820fea40e7102a0723ccf3bd3720af33,,,,100.0,fpr = 10,RS
COMPAS,Hyperband,dynamic,0.75185,0.9819100000000001,0.71536,0.80933,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.001931340349249538, 'model__dropout': 0.3365243126775172, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,880670ff88979ec957ff3bee1f1c65f8,207686fcd92cc9edbac289622da03ecb,3.0,1.0,11.0,11.110999999999999,fpr = 10,FB-auto
COMPAS,Hyperband,dynamic,0.74525,0.92071,0.72835,0.8672200000000001,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0011504244594103886, 'model__dropout': 0.0033813558668273737, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",,f4dd78106ac4b4088bb4acbfc9f46c66,89a83cf638544df757e17f38d84884c0,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB-auto
COMPAS,Hyperband,0.5,0.67476,0.95594,0.6631,0.93927,lightgbm.LGBMClassifier,"{'max_depth': 15, 'num_leaves': 293, 'n_estimators': 373, 'boosting_type': 'goss', 'learning_rate': 0.03623665012373222, 'min_child_samples': 6}",,51c85d9bc7d84578e6642cf6826f884f,4e0ff40de506f81e67182dda1394601a,4.0,0.0,81.0,1.235,fpr = 10,FB
COMPAS,Hyperband,0.5,0.76655,0.92071,0.72085,0.8671399999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0010618866183970772, 'model__dropout': 0.33786103025425257, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,807e70d30dc0e67874617a45fa23cbb7,d516120bf7e03cf88e48ee3c51a37530,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB
COMPAS,Hyperband,1,0.77961,0.39713000000000004,0.72204,0.65056,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0021597643421694475, 'model__dropout': 0.3123888706660507, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [20, 10], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,e0fa207142fdadf153b01d08ad9ae91d,0c495eedfff87519867ba2205c7d664b,1.0,0.0,8.0,33.333,fpr = 10,HB
COMPAS,Hyperband,0.5,0.665,0.9819100000000001,0.62245,0.5653,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0006664505240850346, 'model__dropout': 0.2940717520040217, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 20], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",,a749953e424b3356169bf29ddc9cab7d,21f7c34d26959340233d1a6de5fb6a61,4.0,0.0,81.0,1.235,fpr = 10,FB
COMPAS,Hyperband,0.5,0.75725,0.92071,0.71795,0.87356,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.004733893784400728, 'model__dropout': 0.13077274373337527, 'model__input_dim': 22, 'optimizer__betas': [0.95, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,1b042e9d704b10d7af13c09e944dd712,fc0b6e8382e8f1ef34146dea27aa9df4,3.0,0.0,34.0,3.7039999999999997,fpr = 10,FB
COMPAS,Hyperband,dynamic,0.7689699999999999,0.9819100000000001,0.7189800000000001,0.9213399999999999,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0033954836749161724, 'model__dropout': 0.24828159319345733, 'model__input_dim': 22, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': True, 'model__hidden_layers': [500, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,adb10b8be79d02acad42e09bcdf7a1e7,2d2e47a4364b683df9b61868b7929183,4.0,1.0,27.0,3.7039999999999997,fpr = 10,FB-auto
Donors Choose,RandomSearch,1,0.6,0.3048,0.534,0.40707,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 27, 'max_features': 'sqrt', 'n_estimators': 168, 'min_samples_leaf': 3, 'min_samples_split': 19}",,97108e23cf5bb0b6173afbd2760a8377,61f90a0dcb08dcb73020e06a1a021f44,,,,100.0,pp = 1000,RS
Donors Choose,Hyperband,0.5,0.5489999999999999,0.9743200000000001,0.513,0.8662,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0013693967642466594, 'model__dropout': 0.37013330090674507, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,6084ddae52821a86eb787ffb9cf52fe7,b4d51c469870f56dff676ff6a52c0aae,3.0,0.0,34.0,3.7039999999999997,pp = 1000,FB
Donors Choose,RandomSearch,0.5,0.544,0.95726,0.499,0.77892,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 50, 'optimizer__lr': 0.0009007797622401963, 'model__dropout': 0.15002980125844634, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",,10df8deefeeb88441daa9a1804c78aab,443e44cccd056c5ae1396b7ac2c42cd1,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,dynamic,0.569,0.9833299999999999,0.504,0.7896,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.001823064356049361, 'model__dropout': 0.18374809242689008, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 10], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,454bc227b204b50777ed82d8d09c4324,ac2b3a2eb000777d6f5f8c3c0dcdfa06,3.0,3.0,1.0,100.0,pp = 1000,FB-auto
Donors Choose,Hyperband,dynamic,0.55,0.9850399999999999,0.51,0.83583,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.004004465478143585, 'model__dropout': 0.3701218041714814, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",,169cd8a5d8d328058fa0938c8ae400d9,c88a058ff6b24d38a22289ec4df46494,4.0,3.0,3.0,33.333,pp = 1000,FB-auto
Donors Choose,Hyperband,0.5,0.516,0.99995,0.498,0.83393,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 25, 'optimizer__lr': 0.004585801529155873, 'model__dropout': 0.2954936719752928, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [500, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",,8c58ada3c1216e18d8942da3484bbaf5,1d8289a0998d2461c4a32cd02e8cdfe1,4.0,0.0,81.0,1.235,pp = 1000,FB
Donors Choose,RandomSearch,1,0.583,0.24118,0.535,0.3545,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 27, 'max_features': 'sqrt', 'n_estimators': 61, 'min_samples_leaf': 16, 'min_samples_split': 4}",,5c9680481cec790fa5cdb5a9dca59039,fefb1bcbce85a964beb46aaf623ba18f,,,,100.0,pp = 1000,RS
Donors Choose,RandomSearch,0.5,0.516,0.9769700000000001,0.503,0.74929,fairautoml.nn.wrappers.FeedForwardClassifier,"{'batch_size': 2048, 'max_epochs': 75, 'optimizer__lr': 0.0013519362959271554, 'model__dropout': 0.3699620878874468, 'model__input_dim': 110, 'optimizer__betas': [0.95, 0.9995], 'optimizer__amsgrad': False, 'model__hidden_layers': [500], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.001}",,d93468dc9d00ff6707cec7c33803e055,a09cfc9fadb1f983d7fadf44bb9c947d,,,,100.0,pp = 1000,FairRS
Donors Choose,Hyperband,1,0.607,0.23442,0.539,0.29191,sklearn.ensemble.RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 15, 'max_features': 'log2', 'n_estimators': 176, 'min_samples_leaf': 1, 'min_samples_split': 161}",,20f46c37c97d3185c0911456b9b6d026,6aa38671bb3f9471ac1656164fed6f52,1.0,1.0,2.0,100.0,pp = 1000,HB
